Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T001_001,SE_T030_001,SE_T030_002,SE_T030_003,PCT_SE_T030_002,PCT_SE_T030_003,SE_T033_001,SE_T033_002,SE_T033_003,SE_T033_004,SE_T033_005,SE_T033_006,SE_T033_007,PCT_SE_T033_002,PCT_SE_T033_003,PCT_SE_T033_004,PCT_SE_T033_005,PCT_SE_T033_006,PCT_SE_T033_007,SE_T057_001,SE_T083_001,SE_T093_001,SE_T099_001,SE_T099_002,SE_T099_003,SE_T099_004,SE_T099_005,SE_T099_006,SE_T099_007,SE_T099_008,PCT_SE_T099_002,PCT_SE_T099_003,PCT_SE_T099_004,PCT_SE_T099_005,PCT_SE_T099_006,PCT_SE_T099_007,PCT_SE_T099_008,SE_T104_001,SE_T106_001,SE_T114_001,SE_T114_002,SE_T114_003,PCT_SE_T114_002,PCT_SE_T114_003,SE_T115_001,SE_T115_002,SE_T115_003,PCT_SE_T115_002,PCT_SE_T115_003,SE_T116_001,SE_T116_002,SE_T116_003,PCT_SE_T116_002,PCT_SE_T116_003
"47","04000US47","Tennessee","Tennessee","TN","040","00","ACSSF","0000001",,,,,"47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6297991,348506,18652,329854,5.35,94.65,4978954,3122238,17136,3105102,2818005,287097,1856716,62.71,0.34,62.36,56.6,5.77,37.29,43989,24197,2794990,2457997,973475,1408291,16752,52013,270,2472,4724,39.6,57.29,0.68,2.12,0.01,0.1,0.19,707,684.526536432153,1466924,352438,1114486,24.03,75.97,3864518,595842,3268676,15.42,84.58,807734,87919,719815,10.88,89.12
"48","04000US48","Texas","Texas","TX","040","00","ACSSF","0000001",,,,,"48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24774187,1496132,104598,1391534,6.99,93.01,18747892,12285284,106249,12179035,11288597,890438,6462608,65.53,0.57,64.96,60.21,4.75,34.47,50920,25548,9869239,8667807,3682776,4881531,11683,40010,927,14411,36469,42.49,56.32,0.13,0.46,0.01,0.17,0.42,814,827.699117916231,6690026,1628615,5061411,24.34,75.66,15023259,2210510,12812749,14.71,85.29,2459840,280976,2178864,11.42,88.58
"49","04000US49","Utah","Utah","UT","040","00","ACSSF","0000001",,,,,"49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2715379,175784,9520,166264,5.42,94.58,1948759,1345620,6865,1338755,1251302,87453,603139,69.05,0.35,68.7,64.21,4.49,30.95,57783,23650,968821,871358,768786,84367,2074,12880,237,2257,757,88.23,9.68,0.24,1.48,0.03,0.26,0.09,813,837.256717366486,841134,108982,732152,12.96,87.04,1590671,179773,1410898,11.3,88.7,238783,15370,223413,6.44,93.56
"50","04000US50","Vermont","Vermont","VT","040","00","ACSSF","0000001",,,,,"50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624958,38402,1200,37202,3.12,96.88,511749,351086,580,350506,328365,22141,160663,68.61,0.11,68.49,64.17,4.33,31.39,53422,28376,321284,256711,76501,11237,128566,37031,119,2640,617,29.8,4.38,50.08,14.43,0.05,1.03,0.24,843,837.183570145354,127280,17667,109613,13.88,86.12,386904,43635,343269,11.28,88.72,86137,6459,79678,7.5,92.5
"51","04000US51","Virginia","Virginia","VA","040","00","ACSSF","0000001",,,,,"51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7926192,448121,17641,430480,3.94,96.06,6295555,4231576,122472,4109104,3843773,265331,2063979,67.22,1.95,65.27,61.06,4.21,32.78,63302,33040,3345898,2991025,1172057,1490454,228981,84662,445,7487,6939,39.19,49.83,7.66,2.83,0.01,0.25,0.23,1024,1059.60314770489,1817407,255616,1561791,14.06,85.94,4935872,487732,4448140,9.88,90.12,928114,75074,853040,8.09,91.91
"53","04000US53","Washington","Washington","WA","040","00","ACSSF","0000001",,,,,"53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6652845,371148,21631,349517,5.83,94.17,5269197,3474595,52571,3422024,3135962,286062,1794602,65.94,1,64.94,59.51,5.43,34.06,58890,30481,2861985,2602568,1011804,1368465,81984,116866,722,16167,6560,38.88,52.58,3.15,4.49,0.03,0.62,0.25,923,969.659804019997,1541265,255002,1286263,16.54,83.46,4190690,499945,3690745,11.93,88.07,787535,61562,725973,7.82,92.18
"54","04000US54","West Virginia","West Virginia","WV","040","00","ACSSF","0000001",,,,,"54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1846372,99081,7096,91985,7.16,92.84,1504751,826469,1710,824759,762595,62164,678282,54.92,0.11,54.81,50.68,4.13,45.08,39550,22010,880962,740080,354722,296132,29928,53127,282,4691,1198,47.93,40.01,4.04,7.18,0.04,0.63,0.16,574,510.42218438643,379006,89865,289141,23.71,76.29,1129930,194188,935742,17.19,82.81,285284,29310,255974,10.27,89.73
"55","04000US55","Wisconsin","Wisconsin","WI","040","00","ACSSF","0000001",,,,,"55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5664893,326074,12740,313334,3.91,96.09,4487568,3084116,4326,3079790,2859925,219865,1403452,68.73,0.1,68.63,63.73,4.9,31.27,52374,27192,2609819,2279738,1750951,307361,90763,102129,431,20377,7726,76.8,13.48,3.98,4.48,0.02,0.89,0.34,735,743.899526112062,1315376,216165,1099211,16.43,83.57,3461526,388426,3073100,11.22,88.78,735813,57064,678749,7.76,92.24
"56","04000US56","Wyoming","Wyoming","WY","040","00","ACSSF","0000001",,,,,"56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554697,30729,1812,28917,5.9,94.1,436090,304922,3115,301807,287634,14173,131168,69.92,0.71,69.21,65.96,3.25,30.08,56380,28952,258990,219628,157899,44923,935,13135,235,2151,350,71.89,20.45,0.43,5.98,0.11,0.98,0.16,708,691.780970033982,130902,17510,113392,13.38,86.62,344493,33261,311232,9.66,90.34,65901,4129,61772,6.27,93.73
"72","04000US72","Puerto Rico","Puerto Rico","PR","040","00","ACSSF","0000001",,,,,"72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3742586,230381,18823,211558,8.17,91.83,2934611,1375100,1977,1373123,1135064,238059,1559511,46.86,0.07,46.79,38.68,8.11,53.14,19122,10658,1500329,1230093,15896,193009,300,449,6784,611,1013044,1.29,15.69,0.02,0.04,0.55,0.05,82.36,438,303.912646824039,907207,512889,394318,56.53,43.47,2266707,946421,1320286,41.75,58.25,526390,216745,309645,41.18,58.82
